|Dart   |Boomer |Bomb   |Tack   |
|Glue   |Sniper |Ace    |Druid  |
|Glue   |Sniper |Ace    |Engi   |
|Glue   |Sniper |Heli   |Druid  |
|Glue   |Sniper |Heli   |Engi   |
|Glue   |Sniper |Mortar |Alch   |
|Glue   |Sniper |Mortar |Druid  |
|Glue   |Sniper |Mortar |Engi   |
|Glue   |Sniper |Super  |Druid  |
|Glue   |Sniper |Super  |Engi   |
|Glue   |Sniper |Ninja  |Druid  |
|Glue   |Sniper |Ninja  |Spact  |
|Glue   |Sniper |Ninja  |Engi   |
|Glue   |Sniper |Alch   |Druid  |
|Glue   |Sniper |Alch   |Spact  |
|Glue   |Sniper |Alch   |Village|
|Glue   |Sniper |Alch   |Engi   |
|Glue   |Sniper |Druid  |Spact  |
|Glue   |Sniper |Druid  |Village|
|Glue   |Sniper |Druid  |Engi   |
|Glue   |Sniper |Spact  |Engi   |
|Glue   |Sniper |Village|Engi   |
|Glue   |Sub    |Bucc   |Druid  |
|Glue   |Sub    |Bucc   |Engi   |
|Glue   |Sub    |Ace    |Druid  |
|Glue   |Sub    |Ace    |Engi   |
|Glue   |Sub    |Ninja  |Druid  |
|Glue   |Sub    |Ninja  |Engi   |
|Glue   |Sub    |Alch   |Druid  |
|Glue   |Sub    |Alch   |Engi   |
|Glue   |Sub    |Druid  |Engi   |
|Glue   |Bucc   |Heli   |Druid  |
|Glue   |Bucc   |Heli   |Engi   |
|Glue   |Bucc   |Ninja  |Druid  |
|Glue   |Bucc   |Ninja  |Spact  |
|Glue   |Bucc   |Ninja  |Engi   |
|Glue   |Bucc   |Alch   |Druid  |
|Glue   |Bucc   |Alch   |Engi   |
|Glue   |Bucc   |Druid  |Engi   |
|Glue   |Bucc   |Spact  |Engi   |
|Glue   |Ace    |Heli   |Engi   |
|Glue   |Ace    |Mortar |Druid  |
|Glue   |Ace    |Mortar |Engi   |
|Glue   |Ace    |Super  |Druid  |
|Glue   |Ace    |Super  |Engi   |
|Glue   |Ace    |Druid  |Engi   |
|Glue   |Ace    |Spact  |Engi   |
|Glue   |Ace    |Village|Engi   |
|Glue   |Heli   |Mortar |Engi   |
|Glue   |Heli   |Super  |Engi   |
|Glue   |Heli   |Druid  |Engi   |
|Glue   |Heli   |Spact  |Engi   |
|Glue   |Heli   |Village|Engi   |
|Glue   |Mortar |Super  |Druid  |
|Glue   |Mortar |Super  |Engi   |
|Glue   |Mortar |Alch   |Druid  |
|Glue   |Mortar |Alch   |Village|
|Glue   |Mortar |Alch   |Engi   |
|Glue   |Mortar |Druid  |Spact  |
|Glue   |Mortar |Druid  |Engi   |
|Glue   |Mortar |Spact  |Engi   |
|Glue   |Mortar |Village|Engi   |
|Glue   |Wizard |Alch   |Druid  |
|Glue   |Wizard |Alch   |Engi   |
|Glue   |Wizard |Druid  |Engi   |
|Glue   |Super  |Alch   |Village|
|Glue   |Super  |Alch   |Engi   |
|Glue   |Super  |Druid  |Village|
|Glue   |Super  |Druid  |Engi   |
|Glue   |Super  |Spact  |Engi   |
|Glue   |Super  |Village|Engi   |
|Glue   |Ninja  |Druid  |Spact  |
|Glue   |Ninja  |Druid  |Engi   |
|Glue   |Ninja  |Spact  |Engi   |
|Glue   |Alch   |Druid  |Village|
|Glue   |Alch   |Druid  |Engi   |
|Glue   |Alch   |Spact  |Village|
|Glue   |Alch   |Spact  |Engi   |
|Glue   |Alch   |Village|Engi   |
|Glue   |Druid  |Spact  |Engi   |
|Glue   |Druid  |Village|Engi   |
|Glue   |Spact  |Village|Engi   |
|Sniper |Sub    |Bucc   |Ninja  |
|Sniper |Sub    |Bucc   |Druid  |
|Sniper |Sub    |Bucc   |Spact  |
|Sniper |Sub    |Bucc   |Engi   |
|Sniper |Sub    |Ace    |Ninja  |
|Sniper |Sub    |Ace    |Druid  |
|Sniper |Sub    |Ace    |Engi   |
|Sniper |Sub    |Mortar |Ninja  |
|Sniper |Sub    |Mortar |Druid  |
|Sniper |Sub    |Mortar |Spact  |
|Sniper |Sub    |Mortar |Engi   |
|Sniper |Sub    |Wizard |Alch   |
|Sniper |Sub    |Wizard |Druid  |
|Sniper |Sub    |Wizard |Engi   |
|Sniper |Sub    |Ninja  |Druid  |
|Sniper |Sub    |Ninja  |Spact  |
|Sniper |Sub    |Ninja  |Village|
|Sniper |Sub    |Ninja  |Engi   |
|Sniper |Sub    |Alch   |Druid  |
|Sniper |Sub    |Alch   |Spact  |
|Sniper |Sub    |Alch   |Village|
|Sniper |Sub    |Alch   |Engi   |
|Sniper |Sub    |Druid  |Spact  |
|Sniper |Sub    |Druid  |Village|
|Sniper |Sub    |Druid  |Engi   |
|Sniper |Sub    |Spact  |Village|
|Sniper |Sub    |Spact  |Engi   |
|Sniper |Sub    |Village|Engi   |
|Sniper |Bucc   |Ace    |Druid  |
|Sniper |Bucc   |Ace    |Engi   |
|Sniper |Bucc   |Heli   |Druid  |
|Sniper |Bucc   |Heli   |Engi   |
|Sniper |Bucc   |Ninja  |Spact  |
|Sniper |Bucc   |Ninja  |Engi   |
|Sniper |Bucc   |Alch   |Druid  |
|Sniper |Bucc   |Alch   |Engi   |
|Sniper |Bucc   |Druid  |Engi   |
|Sniper |Bucc   |Spact  |Engi   |
|Sniper |Ace    |Heli   |Engi   |
|Sniper |Ace    |Mortar |Ninja  |
|Sniper |Ace    |Mortar |Druid  |
|Sniper |Ace    |Mortar |Engi   |
|Sniper |Ace    |Super  |Druid  |
|Sniper |Ace    |Super  |Engi   |
|Sniper |Ace    |Ninja  |Druid  |
|Sniper |Ace    |Ninja  |Engi   |
|Sniper |Ace    |Alch   |Druid  |
|Sniper |Ace    |Alch   |Village|
|Sniper |Ace    |Alch   |Engi   |
|Sniper |Ace    |Druid  |Village|
|Sniper |Ace    |Druid  |Engi   |
|Sniper |Ace    |Spact  |Engi   |
|Sniper |Ace    |Village|Engi   |
|Sniper |Heli   |Mortar |Ninja  |
|Sniper |Heli   |Mortar |Engi   |
|Sniper |Heli   |Super  |Engi   |
|Sniper |Heli   |Ninja  |Spact  |
|Sniper |Heli   |Ninja  |Engi   |
|Sniper |Heli   |Druid  |Engi   |
|Sniper |Heli   |Spact  |Engi   |
|Sniper |Heli   |Village|Engi   |
|Sniper |Mortar |Super  |Druid  |
|Sniper |Mortar |Super  |Engi   |
|Sniper |Mortar |Ninja  |Druid  |
|Sniper |Mortar |Ninja  |Village|
|Sniper |Mortar |Ninja  |Engi   |
|Sniper |Mortar |Alch   |Druid  |
|Sniper |Mortar |Alch   |Village|
|Sniper |Mortar |Alch   |Engi   |
|Sniper |Mortar |Druid  |Spact  |
|Sniper |Mortar |Druid  |Village|
|Sniper |Mortar |Druid  |Engi   |
|Sniper |Mortar |Spact  |Engi   |
|Sniper |Mortar |Village|Engi   |
|Sniper |Wizard |Alch   |Druid  |
|Sniper |Wizard |Alch   |Engi   |
|Sniper |Wizard |Druid  |Engi   |
|Sniper |Super  |Ninja  |Druid  |
|Sniper |Super  |Ninja  |Engi   |
|Sniper |Super  |Druid  |Village|
|Sniper |Super  |Druid  |Engi   |
|Sniper |Super  |Spact  |Engi   |
|Sniper |Super  |Village|Engi   |
|Sniper |Ninja  |Druid  |Spact  |
|Sniper |Ninja  |Druid  |Village|
|Sniper |Ninja  |Druid  |Engi   |
|Sniper |Ninja  |Spact  |Village|
|Sniper |Ninja  |Spact  |Engi   |
|Sniper |Ninja  |Village|Engi   |
|Sniper |Alch   |Druid  |Village|
|Sniper |Alch   |Druid  |Engi   |
|Sniper |Alch   |Spact  |Village|
|Sniper |Alch   |Spact  |Engi   |
|Sniper |Alch   |Village|Engi   |
|Sniper |Druid  |Spact  |Village|
|Sniper |Druid  |Spact  |Engi   |
|Sniper |Druid  |Village|Engi   |
|Sniper |Spact  |Village|Engi   |
|Sub    |Bucc   |Ninja  |Druid  |
|Sub    |Bucc   |Ninja  |Engi   |
|Sub    |Bucc   |Druid  |Engi   |
|Sub    |Bucc   |Spact  |Engi   |
|Sub    |Ace    |Ninja  |Druid  |
|Sub    |Ace    |Ninja  |Engi   |
|Sub    |Ace    |Druid  |Engi   |
|Sub    |Mortar |Ninja  |Druid  |
|Sub    |Mortar |Ninja  |Engi   |
|Sub    |Mortar |Druid  |Spact  |
|Sub    |Mortar |Druid  |Engi   |
|Sub    |Mortar |Spact  |Engi   |
|Sub    |Wizard |Alch   |Village|
|Sub    |Wizard |Alch   |Engi   |
|Sub    |Wizard |Druid  |Engi   |
|Sub    |Wizard |Village|Engi   |
|Sub    |Ninja  |Druid  |Spact  |
|Sub    |Ninja  |Druid  |Village|
|Sub    |Ninja  |Druid  |Engi   |
|Sub    |Ninja  |Spact  |Village|
|Sub    |Ninja  |Spact  |Engi   |
|Sub    |Ninja  |Village|Engi   |
|Sub    |Alch   |Druid  |Engi   |
|Sub    |Alch   |Spact  |Village|
|Sub    |Alch   |Spact  |Engi   |
|Sub    |Alch   |Village|Engi   |
|Sub    |Druid  |Spact  |Village|
|Sub    |Druid  |Spact  |Engi   |
|Sub    |Druid  |Village|Engi   |
|Sub    |Spact  |Village|Engi   |
|Bucc   |Ace    |Druid  |Engi   |
|Bucc   |Heli   |Druid  |Engi   |
|Bucc   |Mortar |Ninja  |Druid  |
|Bucc   |Mortar |Ninja  |Engi   |
|Bucc   |Mortar |Druid  |Engi   |
|Bucc   |Super  |Ninja  |Druid  |
|Bucc   |Super  |Ninja  |Engi   |
|Bucc   |Super  |Druid  |Engi   |
|Bucc   |Ninja  |Druid  |Engi   |
|Bucc   |Ninja  |Spact  |Engi   |
|Bucc   |Alch   |Druid  |Engi   |
|Ace    |Heli   |Mortar |Engi   |
|Ace    |Heli   |Super  |Engi   |
|Ace    |Heli   |Spact  |Engi   |
|Ace    |Heli   |Village|Engi   |
|Ace    |Mortar |Super  |Druid  |
|Ace    |Mortar |Super  |Engi   |
|Ace    |Mortar |Ninja  |Druid  |
|Ace    |Mortar |Ninja  |Village|
|Ace    |Mortar |Ninja  |Engi   |
|Ace    |Mortar |Druid  |Village|
|Ace    |Mortar |Druid  |Engi   |
|Ace    |Mortar |Spact  |Engi   |
|Ace    |Mortar |Village|Engi   |
|Ace    |Super  |Druid  |Village|
|Ace    |Super  |Druid  |Engi   |
|Ace    |Super  |Spact  |Engi   |
|Ace    |Super  |Village|Engi   |
|Ace    |Ninja  |Druid  |Village|
|Ace    |Ninja  |Druid  |Engi   |
|Ace    |Ninja  |Village|Engi   |
|Ace    |Alch   |Druid  |Engi   |
|Ace    |Druid  |Village|Engi   |
|Ace    |Spact  |Village|Engi   |
|Heli   |Mortar |Super  |Engi   |
|Heli   |Mortar |Ninja  |Engi   |
|Heli   |Mortar |Spact  |Engi   |
|Heli   |Mortar |Village|Engi   |
|Heli   |Super  |Spact  |Engi   |
|Heli   |Super  |Village|Engi   |
|Heli   |Ninja  |Spact  |Engi   |
|Heli   |Spact  |Village|Engi   |
|Mortar |Super  |Alch   |Druid  |
|Mortar |Super  |Alch   |Village|
|Mortar |Super  |Alch   |Engi   |
|Mortar |Super  |Druid  |Village|
|Mortar |Super  |Druid  |Engi   |
|Mortar |Super  |Spact  |Engi   |
|Mortar |Super  |Village|Engi   |
|Mortar |Ninja  |Druid  |Village|
|Mortar |Ninja  |Druid  |Engi   |
|Mortar |Ninja  |Village|Engi   |
|Mortar |Alch   |Druid  |Village|
|Mortar |Alch   |Druid  |Engi   |
|Mortar |Alch   |Village|Engi   |
|Mortar |Druid  |Spact  |Village|
|Mortar |Druid  |Spact  |Engi   |
|Mortar |Druid  |Village|Engi   |
|Mortar |Spact  |Village|Engi   |
|Wizard |Super  |Village|Engi   |
|Wizard |Alch   |Druid  |Engi   |
|Wizard |Alch   |Village|Engi   |
|Super  |Ninja  |Druid  |Engi   |
|Super  |Alch   |Druid  |Engi   |
|Super  |Alch   |Village|Engi   |
|Super  |Druid  |Village|Engi   |
|Super  |Spact  |Village|Engi   |
|Ninja  |Druid  |Spact  |Village|
|Ninja  |Druid  |Spact  |Engi   |
|Ninja  |Druid  |Village|Engi   |
|Ninja  |Spact  |Village|Engi   |
|Alch   |Druid  |Village|Engi   |
|Alch   |Spact  |Village|Engi   |
|Druid  |Spact  |Village|Engi   |
|Quincy |Dart   |Boomer |Bomb   |
|Quincy |Dart   |Boomer |Tack   |
|Quincy |Dart   |Boomer |Ice    |
|Quincy |Dart   |Boomer |Glue   |
|Quincy |Dart   |Boomer |Sniper |
|Quincy |Dart   |Boomer |Sub    |
|Quincy |Dart   |Boomer |Bucc   |
|Quincy |Dart   |Boomer |Heli   |
|Quincy |Dart   |Boomer |Ninja  |
|Quincy |Dart   |Boomer |Druid  |
|Quincy |Dart   |Boomer |Spact  |
|Quincy |Dart   |Boomer |Engi   |
|Quincy |Dart   |Bomb   |Tack   |
|Quincy |Dart   |Bomb   |Ice    |
|Quincy |Dart   |Bomb   |Glue   |
|Quincy |Dart   |Bomb   |Sniper |
|Quincy |Dart   |Bomb   |Sub    |
|Quincy |Dart   |Bomb   |Bucc   |
|Quincy |Dart   |Bomb   |Ace    |
|Quincy |Dart   |Bomb   |Heli   |
|Quincy |Dart   |Bomb   |Mortar |
|Quincy |Dart   |Bomb   |Druid  |
|Quincy |Dart   |Bomb   |Engi   |
|Quincy |Dart   |Tack   |Ice    |
|Quincy |Dart   |Tack   |Glue   |
|Quincy |Dart   |Tack   |Sniper |
|Quincy |Dart   |Tack   |Sub    |
|Quincy |Dart   |Tack   |Bucc   |
|Quincy |Dart   |Tack   |Ace    |
|Quincy |Dart   |Tack   |Heli   |
|Quincy |Dart   |Tack   |Ninja  |
|Quincy |Dart   |Tack   |Druid  |
|Quincy |Dart   |Tack   |Engi   |
|Quincy |Dart   |Ice    |Glue   |
|Quincy |Dart   |Ice    |Sniper |
|Quincy |Dart   |Ice    |Sub    |
|Quincy |Dart   |Ice    |Bucc   |
|Quincy |Dart   |Ice    |Ace    |
|Quincy |Dart   |Ice    |Heli   |
|Quincy |Dart   |Ice    |Mortar |
|Quincy |Dart   |Ice    |Ninja  |
|Quincy |Dart   |Ice    |Druid  |
|Quincy |Dart   |Ice    |Spact  |
|Quincy |Dart   |Ice    |Village|
|Quincy |Dart   |Ice    |Engi   |
|Quincy |Dart   |Glue   |Sniper |
|Quincy |Dart   |Glue   |Sub    |
|Quincy |Dart   |Glue   |Bucc   |
|Quincy |Dart   |Glue   |Ace    |
|Quincy |Dart   |Glue   |Heli   |
|Quincy |Dart   |Glue   |Ninja  |
|Quincy |Dart   |Glue   |Druid  |
|Quincy |Dart   |Glue   |Spact  |
|Quincy |Dart   |Glue   |Village|
|Quincy |Dart   |Glue   |Engi   |
|Quincy |Dart   |Sniper |Sub    |
|Quincy |Dart   |Sniper |Bucc   |
|Quincy |Dart   |Sniper |Ace    |
|Quincy |Dart   |Sniper |Heli   |
|Quincy |Dart   |Sniper |Mortar |
|Quincy |Dart   |Sniper |Ninja  |
|Quincy |Dart   |Sniper |Druid  |
|Quincy |Dart   |Sniper |Spact  |
|Quincy |Dart   |Sniper |Village|
|Quincy |Dart   |Sniper |Engi   |
|Quincy |Dart   |Sub    |Bucc   |
|Quincy |Dart   |Sub    |Mortar |
|Quincy |Dart   |Sub    |Ninja  |
|Quincy |Dart   |Sub    |Druid  |
|Quincy |Dart   |Sub    |Spact  |
|Quincy |Dart   |Sub    |Village|
|Quincy |Dart   |Sub    |Engi   |
|Quincy |Dart   |Bucc   |Heli   |
|Quincy |Dart   |Bucc   |Ninja  |
|Quincy |Dart   |Bucc   |Druid  |
|Quincy |Dart   |Bucc   |Spact  |
|Quincy |Dart   |Bucc   |Engi   |
|Quincy |Dart   |Ace    |Ninja  |
|Quincy |Dart   |Ace    |Druid  |
|Quincy |Dart   |Ace    |Engi   |
|Quincy |Dart   |Heli   |Druid  |
|Quincy |Dart   |Heli   |Engi   |
|Quincy |Dart   |Mortar |Ninja  |
|Quincy |Dart   |Mortar |Druid  |
|Quincy |Dart   |Mortar |Village|
|Quincy |Dart   |Mortar |Engi   |
|Quincy |Dart   |Ninja  |Druid  |
|Quincy |Dart   |Ninja  |Village|
|Quincy |Dart   |Ninja  |Engi   |
|Quincy |Dart   |Druid  |Spact  |
|Quincy |Dart   |Druid  |Village|
|Quincy |Dart   |Druid  |Engi   |
|Quincy |Dart   |Spact  |Village|
|Quincy |Dart   |Spact  |Engi   |
|Quincy |Dart   |Village|Engi   |
|Quincy |Boomer |Bomb   |Tack   |
|Quincy |Boomer |Bomb   |Ice    |
|Quincy |Boomer |Bomb   |Glue   |
|Quincy |Boomer |Bomb   |Sniper |
|Quincy |Boomer |Bomb   |Sub    |
|Quincy |Boomer |Bomb   |Bucc   |
|Quincy |Boomer |Bomb   |Ace    |
|Quincy |Boomer |Bomb   |Heli   |
|Quincy |Boomer |Bomb   |Mortar |
|Quincy |Boomer |Bomb   |Wizard |
|Quincy |Boomer |Bomb   |Druid  |
|Quincy |Boomer |Bomb   |Engi   |
|Quincy |Boomer |Tack   |Ice    |
|Quincy |Boomer |Tack   |Glue   |
|Quincy |Boomer |Tack   |Sniper |
|Quincy |Boomer |Tack   |Sub    |
|Quincy |Boomer |Tack   |Bucc   |
|Quincy |Boomer |Tack   |Ace    |
|Quincy |Boomer |Tack   |Heli   |
|Quincy |Boomer |Tack   |Ninja  |
|Quincy |Boomer |Tack   |Druid  |
|Quincy |Boomer |Tack   |Engi   |
|Quincy |Boomer |Ice    |Glue   |
|Quincy |Boomer |Ice    |Sniper |
|Quincy |Boomer |Ice    |Sub    |
|Quincy |Boomer |Ice    |Bucc   |
|Quincy |Boomer |Ice    |Ace    |
|Quincy |Boomer |Ice    |Heli   |
|Quincy |Boomer |Ice    |Mortar |
|Quincy |Boomer |Ice    |Wizard |
|Quincy |Boomer |Ice    |Ninja  |
|Quincy |Boomer |Ice    |Druid  |
|Quincy |Boomer |Ice    |Spact  |
|Quincy |Boomer |Ice    |Engi   |
|Quincy |Boomer |Glue   |Sniper |
|Quincy |Boomer |Glue   |Sub    |
|Quincy |Boomer |Glue   |Bucc   |
|Quincy |Boomer |Glue   |Ace    |
|Quincy |Boomer |Glue   |Heli   |
|Quincy |Boomer |Glue   |Ninja  |
|Quincy |Boomer |Glue   |Druid  |
|Quincy |Boomer |Glue   |Spact  |
|Quincy |Boomer |Glue   |Engi   |
|Quincy |Boomer |Sniper |Sub    |
|Quincy |Boomer |Sniper |Bucc   |
|Quincy |Boomer |Sniper |Ace    |
|Quincy |Boomer |Sniper |Heli   |
|Quincy |Boomer |Sniper |Mortar |
|Quincy |Boomer |Sniper |Wizard |
|Quincy |Boomer |Sniper |Ninja  |
|Quincy |Boomer |Sniper |Druid  |
|Quincy |Boomer |Sniper |Spact  |
|Quincy |Boomer |Sniper |Village|
|Quincy |Boomer |Sniper |Engi   |
|Quincy |Boomer |Sub    |Mortar |
|Quincy |Boomer |Sub    |Ninja  |
|Quincy |Boomer |Sub    |Druid  |
|Quincy |Boomer |Sub    |Spact  |
|Quincy |Boomer |Sub    |Engi   |
|Quincy |Boomer |Bucc   |Heli   |
|Quincy |Boomer |Bucc   |Ninja  |
|Quincy |Boomer |Bucc   |Druid  |
|Quincy |Boomer |Bucc   |Spact  |
|Quincy |Boomer |Bucc   |Engi   |
|Quincy |Boomer |Ace    |Druid  |
|Quincy |Boomer |Ace    |Engi   |
|Quincy |Boomer |Heli   |Druid  |
|Quincy |Boomer |Heli   |Engi   |
|Quincy |Boomer |Mortar |Ninja  |
|Quincy |Boomer |Mortar |Druid  |
|Quincy |Boomer |Mortar |Engi   |
|Quincy |Boomer |Wizard |Druid  |
|Quincy |Boomer |Wizard |Engi   |
|Quincy |Boomer |Ninja  |Druid  |
|Quincy |Boomer |Ninja  |Spact  |
|Quincy |Boomer |Ninja  |Village|
|Quincy |Boomer |Ninja  |Engi   |
|Quincy |Boomer |Druid  |Spact  |
|Quincy |Boomer |Druid  |Village|
|Quincy |Boomer |Druid  |Engi   |
|Quincy |Boomer |Spact  |Village|
|Quincy |Boomer |Spact  |Engi   |
|Quincy |Boomer |Village|Engi   |
|Quincy |Bomb   |Tack   |Ice    |
|Quincy |Bomb   |Tack   |Glue   |
|Quincy |Bomb   |Tack   |Sniper |
|Quincy |Bomb   |Tack   |Sub    |
|Quincy |Bomb   |Tack   |Bucc   |
|Quincy |Bomb   |Tack   |Ace    |
|Quincy |Bomb   |Tack   |Heli   |
|Quincy |Bomb   |Tack   |Druid  |
|Quincy |Bomb   |Tack   |Engi   |
|Quincy |Bomb   |Ice    |Glue   |
|Quincy |Bomb   |Ice    |Sniper |
|Quincy |Bomb   |Ice    |Sub    |
|Quincy |Bomb   |Ice    |Bucc   |
|Quincy |Bomb   |Ice    |Ace    |
|Quincy |Bomb   |Ice    |Heli   |
|Quincy |Bomb   |Ice    |Mortar |
|Quincy |Bomb   |Ice    |Wizard |
|Quincy |Bomb   |Ice    |Alch   |
|Quincy |Bomb   |Ice    |Druid  |
|Quincy |Bomb   |Ice    |Engi   |
|Quincy |Bomb   |Glue   |Sniper |
|Quincy |Bomb   |Glue   |Sub    |
|Quincy |Bomb   |Glue   |Bucc   |
|Quincy |Bomb   |Glue   |Ace    |
|Quincy |Bomb   |Glue   |Heli   |
|Quincy |Bomb   |Glue   |Alch   |
|Quincy |Bomb   |Glue   |Druid  |
|Quincy |Bomb   |Glue   |Engi   |
|Quincy |Bomb   |Sniper |Sub    |
|Quincy |Bomb   |Sniper |Bucc   |
|Quincy |Bomb   |Sniper |Ace    |
|Quincy |Bomb   |Sniper |Heli   |
|Quincy |Bomb   |Sniper |Mortar |
|Quincy |Bomb   |Sniper |Alch   |
|Quincy |Bomb   |Sniper |Druid  |
|Quincy |Bomb   |Sniper |Engi   |
|Quincy |Bomb   |Sub    |Bucc   |
|Quincy |Bomb   |Sub    |Mortar |
|Quincy |Bomb   |Sub    |Alch   |
|Quincy |Bomb   |Sub    |Druid  |
|Quincy |Bomb   |Sub    |Engi   |
|Quincy |Bomb   |Bucc   |Ace    |
|Quincy |Bomb   |Bucc   |Heli   |
|Quincy |Bomb   |Bucc   |Mortar |
|Quincy |Bomb   |Bucc   |Druid  |
|Quincy |Bomb   |Bucc   |Engi   |
|Quincy |Bomb   |Ace    |Druid  |
|Quincy |Bomb   |Ace    |Engi   |
|Quincy |Bomb   |Heli   |Druid  |
|Quincy |Bomb   |Heli   |Engi   |
|Quincy |Bomb   |Mortar |Alch   |
|Quincy |Bomb   |Mortar |Druid  |
|Quincy |Bomb   |Mortar |Engi   |
|Quincy |Bomb   |Wizard |Alch   |
|Quincy |Bomb   |Wizard |Druid  |
|Quincy |Bomb   |Wizard |Engi   |
|Quincy |Bomb   |Alch   |Engi   |
|Quincy |Bomb   |Druid  |Engi   |
|Quincy |Tack   |Ice    |Glue   |
|Quincy |Tack   |Ice    |Sniper |
|Quincy |Tack   |Ice    |Sub    |
|Quincy |Tack   |Ice    |Bucc   |
|Quincy |Tack   |Ice    |Ace    |
|Quincy |Tack   |Ice    |Heli   |
|Quincy |Tack   |Ice    |Ninja  |
|Quincy |Tack   |Ice    |Druid  |
|Quincy |Tack   |Ice    |Engi   |
|Quincy |Tack   |Glue   |Sniper |
|Quincy |Tack   |Glue   |Sub    |
|Quincy |Tack   |Glue   |Bucc   |
|Quincy |Tack   |Glue   |Ace    |
|Quincy |Tack   |Glue   |Heli   |
|Quincy |Tack   |Glue   |Ninja  |
|Quincy |Tack   |Glue   |Druid  |
|Quincy |Tack   |Glue   |Engi   |
|Quincy |Tack   |Sniper |Sub    |
|Quincy |Tack   |Sniper |Bucc   |
|Quincy |Tack   |Sniper |Ace    |
|Quincy |Tack   |Sniper |Heli   |
|Quincy |Tack   |Sniper |Ninja  |
|Quincy |Tack   |Sniper |Druid  |
|Quincy |Tack   |Sniper |Engi   |
|Quincy |Tack   |Sub    |Bucc   |
|Quincy |Tack   |Sub    |Ninja  |
|Quincy |Tack   |Sub    |Druid  |
|Quincy |Tack   |Sub    |Engi   |
|Quincy |Tack   |Bucc   |Ace    |
|Quincy |Tack   |Bucc   |Heli   |
|Quincy |Tack   |Bucc   |Ninja  |
|Quincy |Tack   |Bucc   |Druid  |
|Quincy |Tack   |Bucc   |Engi   |
|Quincy |Tack   |Ace    |Ninja  |
|Quincy |Tack   |Ace    |Druid  |
|Quincy |Tack   |Ace    |Engi   |
|Quincy |Tack   |Heli   |Druid  |
|Quincy |Tack   |Heli   |Engi   |
|Quincy |Tack   |Ninja  |Druid  |
|Quincy |Tack   |Ninja  |Engi   |
|Quincy |Tack   |Druid  |Engi   |
|Quincy |Ice    |Glue   |Sniper |
|Quincy |Ice    |Glue   |Sub    |
|Quincy |Ice    |Glue   |Bucc   |
|Quincy |Ice    |Glue   |Ace    |
|Quincy |Ice    |Glue   |Heli   |
|Quincy |Ice    |Glue   |Ninja  |
|Quincy |Ice    |Glue   |Alch   |
|Quincy |Ice    |Glue   |Druid  |
|Quincy |Ice    |Glue   |Spact  |
|Quincy |Ice    |Glue   |Engi   |
|Quincy |Ice    |Sniper |Sub    |
|Quincy |Ice    |Sniper |Bucc   |
|Quincy |Ice    |Sniper |Ace    |
|Quincy |Ice    |Sniper |Mortar |
|Quincy |Ice    |Sniper |Wizard |
|Quincy |Ice    |Sniper |Ninja  |
|Quincy |Ice    |Sniper |Alch   |
|Quincy |Ice    |Sniper |Druid  |
|Quincy |Ice    |Sniper |Spact  |
|Quincy |Ice    |Sniper |Village|
|Quincy |Ice    |Sniper |Engi   |
|Quincy |Ice    |Sub    |Bucc   |
|Quincy |Ice    |Sub    |Mortar |
|Quincy |Ice    |Sub    |Ninja  |
|Quincy |Ice    |Sub    |Alch   |
|Quincy |Ice    |Sub    |Druid  |
|Quincy |Ice    |Sub    |Spact  |
|Quincy |Ice    |Sub    |Village|
|Quincy |Ice    |Sub    |Engi   |
|Quincy |Ice    |Bucc   |Heli   |
|Quincy |Ice    |Bucc   |Ninja  |
|Quincy |Ice    |Bucc   |Druid  |
|Quincy |Ice    |Bucc   |Spact  |
|Quincy |Ice    |Bucc   |Engi   |
|Quincy |Ice    |Ace    |Druid  |
|Quincy |Ice    |Ace    |Village|
|Quincy |Ice    |Ace    |Engi   |
|Quincy |Ice    |Heli   |Druid  |
|Quincy |Ice    |Heli   |Spact  |
|Quincy |Ice    |Heli   |Engi   |
|Quincy |Ice    |Mortar |Ninja  |
|Quincy |Ice    |Mortar |Alch   |
|Quincy |Ice    |Mortar |Druid  |
|Quincy |Ice    |Mortar |Spact  |
|Quincy |Ice    |Mortar |Village|
|Quincy |Ice    |Mortar |Engi   |
|Quincy |Ice    |Wizard |Alch   |
|Quincy |Ice    |Wizard |Engi   |
|Quincy |Ice    |Ninja  |Druid  |
|Quincy |Ice    |Ninja  |Spact  |
|Quincy |Ice    |Ninja  |Village|
|Quincy |Ice    |Ninja  |Engi   |
|Quincy |Ice    |Alch   |Village|
|Quincy |Ice    |Alch   |Engi   |
|Quincy |Ice    |Druid  |Spact  |
|Quincy |Ice    |Druid  |Village|
|Quincy |Ice    |Druid  |Engi   |
|Quincy |Ice    |Spact  |Village|
|Quincy |Ice    |Spact  |Engi   |
|Quincy |Ice    |Village|Engi   |
|Quincy |Glue   |Sniper |Sub    |
|Quincy |Glue   |Sniper |Bucc   |
|Quincy |Glue   |Sniper |Ace    |
|Quincy |Glue   |Sniper |Heli   |
|Quincy |Glue   |Sniper |Ninja  |
|Quincy |Glue   |Sniper |Alch   |
|Quincy |Glue   |Sniper |Druid  |
|Quincy |Glue   |Sniper |Spact  |
|Quincy |Glue   |Sniper |Village|
|Quincy |Glue   |Sniper |Engi   |
|Quincy |Glue   |Sub    |Bucc   |
|Quincy |Glue   |Sub    |Ninja  |
|Quincy |Glue   |Sub    |Druid  |
|Quincy |Glue   |Sub    |Engi   |
