|Dart   |Boomer |Bomb   |Tack   |
|Ice    |Sniper |Super  |Alch   |
|Ice    |Sniper |Super  |Druid  |
|Ice    |Sniper |Super  |Spact  |
|Ice    |Sniper |Super  |Village|
|Ice    |Sniper |Ninja  |Alch   |
|Ice    |Sniper |Ninja  |Druid  |
|Ice    |Sniper |Ninja  |Spact  |
|Ice    |Sniper |Ninja  |Village|
|Ice    |Sniper |Alch   |Druid  |
|Ice    |Sniper |Alch   |Spact  |
|Ice    |Sniper |Alch   |Village|
|Ice    |Sniper |Druid  |Spact  |
|Ice    |Sniper |Druid  |Village|
|Ice    |Sniper |Spact  |Village|
|Ice    |Sub    |Bucc   |Ace    |
|Ice    |Sub    |Bucc   |Heli   |
|Ice    |Sub    |Bucc   |Mortar |
|Ice    |Sub    |Bucc   |Wizard |
|Ice    |Sub    |Bucc   |Super  |
|Ice    |Sub    |Bucc   |Ninja  |
|Ice    |Sub    |Bucc   |Alch   |
|Ice    |Sub    |Bucc   |Druid  |
|Ice    |Sub    |Bucc   |Spact  |
|Ice    |Sub    |Bucc   |Village|
|Ice    |Sub    |Ace    |Heli   |
|Ice    |Sub    |Ace    |Mortar |
|Ice    |Sub    |Ace    |Wizard |
|Ice    |Sub    |Ace    |Super  |
|Ice    |Sub    |Ace    |Ninja  |
|Ice    |Sub    |Ace    |Alch   |
|Ice    |Sub    |Ace    |Druid  |
|Ice    |Sub    |Ace    |Spact  |
|Ice    |Sub    |Ace    |Village|
|Ice    |Sub    |Heli   |Mortar |
|Ice    |Sub    |Heli   |Wizard |
|Ice    |Sub    |Heli   |Super  |
|Ice    |Sub    |Heli   |Ninja  |
|Ice    |Sub    |Heli   |Alch   |
|Ice    |Sub    |Heli   |Druid  |
|Ice    |Sub    |Heli   |Spact  |
|Ice    |Sub    |Heli   |Village|
|Ice    |Sub    |Mortar |Wizard |
|Ice    |Sub    |Mortar |Super  |
|Ice    |Sub    |Mortar |Ninja  |
|Ice    |Sub    |Mortar |Alch   |
|Ice    |Sub    |Mortar |Druid  |
|Ice    |Sub    |Mortar |Spact  |
|Ice    |Sub    |Mortar |Village|
|Ice    |Sub    |Wizard |Super  |
|Ice    |Sub    |Wizard |Ninja  |
|Ice    |Sub    |Wizard |Alch   |
|Ice    |Sub    |Wizard |Druid  |
|Ice    |Sub    |Wizard |Spact  |
|Ice    |Sub    |Wizard |Village|
|Ice    |Sub    |Super  |Ninja  |
|Ice    |Sub    |Super  |Alch   |
|Ice    |Sub    |Super  |Druid  |
|Ice    |Sub    |Super  |Spact  |
|Ice    |Sub    |Super  |Village|
|Ice    |Sub    |Ninja  |Alch   |
|Ice    |Sub    |Ninja  |Druid  |
|Ice    |Sub    |Ninja  |Spact  |
|Ice    |Sub    |Ninja  |Village|
|Ice    |Sub    |Alch   |Druid  |
|Ice    |Sub    |Alch   |Spact  |
|Ice    |Sub    |Alch   |Village|
|Ice    |Sub    |Druid  |Spact  |
|Ice    |Sub    |Druid  |Village|
|Ice    |Sub    |Spact  |Village|
|Ice    |Bucc   |Ace    |Heli   |
|Ice    |Bucc   |Ace    |Mortar |
|Ice    |Bucc   |Ace    |Wizard |
|Ice    |Bucc   |Ace    |Super  |
|Ice    |Bucc   |Ace    |Ninja  |
|Ice    |Bucc   |Ace    |Alch   |
|Ice    |Bucc   |Ace    |Druid  |
|Ice    |Bucc   |Ace    |Spact  |
|Ice    |Bucc   |Ace    |Village|
|Ice    |Bucc   |Heli   |Mortar |
|Ice    |Bucc   |Heli   |Wizard |
|Ice    |Bucc   |Heli   |Super  |
|Ice    |Bucc   |Heli   |Ninja  |
|Ice    |Bucc   |Heli   |Alch   |
|Ice    |Bucc   |Heli   |Druid  |
|Ice    |Bucc   |Heli   |Spact  |
|Ice    |Bucc   |Heli   |Village|
|Ice    |Bucc   |Mortar |Wizard |
|Ice    |Bucc   |Mortar |Super  |
|Ice    |Bucc   |Mortar |Ninja  |
|Ice    |Bucc   |Mortar |Alch   |
|Ice    |Bucc   |Mortar |Druid  |
|Ice    |Bucc   |Mortar |Spact  |
|Ice    |Bucc   |Mortar |Village|
|Ice    |Bucc   |Wizard |Super  |
|Ice    |Bucc   |Wizard |Ninja  |
|Ice    |Bucc   |Wizard |Alch   |
|Ice    |Bucc   |Wizard |Druid  |
|Ice    |Bucc   |Wizard |Spact  |
|Ice    |Bucc   |Wizard |Village|
|Ice    |Bucc   |Super  |Ninja  |
|Ice    |Bucc   |Super  |Alch   |
|Ice    |Bucc   |Super  |Druid  |
|Ice    |Bucc   |Super  |Spact  |
|Ice    |Bucc   |Super  |Village|
|Ice    |Bucc   |Ninja  |Alch   |
|Ice    |Bucc   |Ninja  |Druid  |
|Ice    |Bucc   |Ninja  |Spact  |
|Ice    |Bucc   |Ninja  |Village|
|Ice    |Bucc   |Alch   |Druid  |
|Ice    |Bucc   |Alch   |Spact  |
|Ice    |Bucc   |Alch   |Village|
|Ice    |Bucc   |Druid  |Spact  |
|Ice    |Bucc   |Druid  |Village|
|Ice    |Bucc   |Spact  |Village|
|Ice    |Ace    |Heli   |Mortar |
|Ice    |Ace    |Heli   |Wizard |
|Ice    |Ace    |Heli   |Super  |
|Ice    |Ace    |Heli   |Ninja  |
|Ice    |Ace    |Heli   |Alch   |
|Ice    |Ace    |Heli   |Druid  |
|Ice    |Ace    |Heli   |Spact  |
|Ice    |Ace    |Heli   |Village|
|Ice    |Ace    |Mortar |Wizard |
|Ice    |Ace    |Mortar |Super  |
|Ice    |Ace    |Mortar |Ninja  |
|Ice    |Ace    |Mortar |Alch   |
|Ice    |Ace    |Mortar |Druid  |
|Ice    |Ace    |Mortar |Spact  |
|Ice    |Ace    |Mortar |Village|
|Ice    |Ace    |Wizard |Super  |
|Ice    |Ace    |Wizard |Ninja  |
|Ice    |Ace    |Wizard |Alch   |
|Ice    |Ace    |Wizard |Druid  |
|Ice    |Ace    |Wizard |Spact  |
|Ice    |Ace    |Wizard |Village|
|Ice    |Ace    |Super  |Ninja  |
|Ice    |Ace    |Super  |Alch   |
|Ice    |Ace    |Super  |Druid  |
|Ice    |Ace    |Super  |Spact  |
|Ice    |Ace    |Super  |Village|
|Ice    |Ace    |Ninja  |Alch   |
|Ice    |Ace    |Ninja  |Druid  |
|Ice    |Ace    |Ninja  |Spact  |
|Ice    |Ace    |Ninja  |Village|
|Ice    |Ace    |Alch   |Druid  |
|Ice    |Ace    |Alch   |Spact  |
|Ice    |Ace    |Alch   |Village|
|Ice    |Ace    |Druid  |Spact  |
|Ice    |Ace    |Druid  |Village|
|Ice    |Ace    |Spact  |Village|
|Ice    |Heli   |Mortar |Wizard |
|Ice    |Heli   |Mortar |Super  |
|Ice    |Heli   |Mortar |Ninja  |
|Ice    |Heli   |Mortar |Alch   |
|Ice    |Heli   |Mortar |Druid  |
|Ice    |Heli   |Mortar |Spact  |
|Ice    |Heli   |Mortar |Village|
|Ice    |Heli   |Wizard |Super  |
|Ice    |Heli   |Wizard |Ninja  |
|Ice    |Heli   |Wizard |Alch   |
|Ice    |Heli   |Wizard |Druid  |
|Ice    |Heli   |Wizard |Spact  |
|Ice    |Heli   |Wizard |Village|
|Ice    |Heli   |Super  |Ninja  |
|Ice    |Heli   |Super  |Alch   |
|Ice    |Heli   |Super  |Druid  |
|Ice    |Heli   |Super  |Spact  |
|Ice    |Heli   |Super  |Village|
|Ice    |Heli   |Ninja  |Alch   |
|Ice    |Heli   |Ninja  |Druid  |
|Ice    |Heli   |Ninja  |Spact  |
|Ice    |Heli   |Ninja  |Village|
|Ice    |Heli   |Alch   |Druid  |
|Ice    |Heli   |Alch   |Spact  |
|Ice    |Heli   |Alch   |Village|
|Ice    |Heli   |Druid  |Spact  |
|Ice    |Heli   |Druid  |Village|
|Ice    |Heli   |Spact  |Village|
|Ice    |Mortar |Wizard |Super  |
|Ice    |Mortar |Wizard |Ninja  |
|Ice    |Mortar |Wizard |Alch   |
|Ice    |Mortar |Wizard |Druid  |
|Ice    |Mortar |Wizard |Spact  |
|Ice    |Mortar |Wizard |Village|
|Ice    |Mortar |Super  |Ninja  |
|Ice    |Mortar |Super  |Alch   |
|Ice    |Mortar |Super  |Druid  |
|Ice    |Mortar |Super  |Spact  |
|Ice    |Mortar |Super  |Village|
|Ice    |Mortar |Ninja  |Alch   |
|Ice    |Mortar |Ninja  |Druid  |
|Ice    |Mortar |Ninja  |Spact  |
|Ice    |Mortar |Ninja  |Village|
|Ice    |Mortar |Alch   |Druid  |
|Ice    |Mortar |Alch   |Spact  |
|Ice    |Mortar |Alch   |Village|
|Ice    |Mortar |Druid  |Spact  |
|Ice    |Mortar |Druid  |Village|
|Ice    |Mortar |Spact  |Village|
|Ice    |Wizard |Super  |Ninja  |
|Ice    |Wizard |Super  |Alch   |
|Ice    |Wizard |Super  |Druid  |
|Ice    |Wizard |Super  |Spact  |
|Ice    |Wizard |Super  |Village|
|Ice    |Wizard |Ninja  |Alch   |
|Ice    |Wizard |Ninja  |Druid  |
|Ice    |Wizard |Ninja  |Spact  |
|Ice    |Wizard |Ninja  |Village|
|Ice    |Wizard |Alch   |Druid  |
|Ice    |Wizard |Alch   |Spact  |
|Ice    |Wizard |Alch   |Village|
|Ice    |Wizard |Druid  |Spact  |
|Ice    |Wizard |Druid  |Village|
|Ice    |Wizard |Spact  |Village|
|Ice    |Super  |Ninja  |Alch   |
|Ice    |Super  |Ninja  |Druid  |
|Ice    |Super  |Ninja  |Spact  |
|Ice    |Super  |Ninja  |Village|
|Ice    |Super  |Alch   |Druid  |
|Ice    |Super  |Alch   |Spact  |
|Ice    |Super  |Alch   |Village|
|Ice    |Super  |Druid  |Spact  |
|Ice    |Super  |Druid  |Village|
|Ice    |Super  |Spact  |Village|
|Ice    |Ninja  |Alch   |Druid  |
|Ice    |Ninja  |Alch   |Spact  |
|Ice    |Ninja  |Alch   |Village|
|Ice    |Ninja  |Druid  |Spact  |
|Ice    |Ninja  |Druid  |Village|
|Ice    |Ninja  |Spact  |Village|
|Ice    |Alch   |Druid  |Spact  |
|Ice    |Alch   |Druid  |Village|
|Ice    |Alch   |Spact  |Village|
|Ice    |Druid  |Spact  |Village|
|Glue   |Sniper |Sub    |Bucc   |
|Glue   |Sniper |Sub    |Ace    |
|Glue   |Sniper |Sub    |Heli   |
|Glue   |Sniper |Sub    |Mortar |
|Glue   |Sniper |Sub    |Wizard |
|Glue   |Sniper |Sub    |Super  |
|Glue   |Sniper |Sub    |Ninja  |
|Glue   |Sniper |Sub    |Alch   |
|Glue   |Sniper |Sub    |Druid  |
|Glue   |Sniper |Sub    |Spact  |
|Glue   |Sniper |Sub    |Village|
|Glue   |Sniper |Bucc   |Ace    |
|Glue   |Sniper |Bucc   |Heli   |
|Glue   |Sniper |Bucc   |Mortar |
|Glue   |Sniper |Bucc   |Wizard |
|Glue   |Sniper |Bucc   |Super  |
|Glue   |Sniper |Bucc   |Ninja  |
|Glue   |Sniper |Bucc   |Alch   |
|Glue   |Sniper |Bucc   |Druid  |
|Glue   |Sniper |Bucc   |Spact  |
|Glue   |Sniper |Bucc   |Village|
|Glue   |Sniper |Ace    |Heli   |
|Glue   |Sniper |Ace    |Mortar |
|Glue   |Sniper |Ace    |Wizard |
|Glue   |Sniper |Ace    |Super  |
|Glue   |Sniper |Ace    |Ninja  |
|Glue   |Sniper |Ace    |Alch   |
|Glue   |Sniper |Ace    |Druid  |
|Glue   |Sniper |Ace    |Spact  |
|Glue   |Sniper |Ace    |Village|
|Glue   |Sniper |Heli   |Mortar |
|Glue   |Sniper |Heli   |Wizard |
|Glue   |Sniper |Heli   |Super  |
|Glue   |Sniper |Heli   |Ninja  |
|Glue   |Sniper |Heli   |Alch   |
|Glue   |Sniper |Heli   |Druid  |
|Glue   |Sniper |Heli   |Spact  |
|Glue   |Sniper |Heli   |Village|
|Glue   |Sniper |Mortar |Wizard |
|Glue   |Sniper |Mortar |Super  |
|Glue   |Sniper |Mortar |Ninja  |
|Glue   |Sniper |Mortar |Alch   |
|Glue   |Sniper |Mortar |Druid  |
|Glue   |Sniper |Mortar |Spact  |
|Glue   |Sniper |Mortar |Village|
|Glue   |Sniper |Wizard |Super  |
|Glue   |Sniper |Wizard |Ninja  |
|Glue   |Sniper |Wizard |Alch   |
|Glue   |Sniper |Wizard |Druid  |
|Glue   |Sniper |Wizard |Spact  |
|Glue   |Sniper |Wizard |Village|
|Glue   |Sniper |Super  |Ninja  |
|Glue   |Sniper |Super  |Alch   |
|Glue   |Sniper |Super  |Druid  |
|Glue   |Sniper |Super  |Spact  |
|Glue   |Sniper |Super  |Village|
|Glue   |Sniper |Ninja  |Alch   |
|Glue   |Sniper |Ninja  |Druid  |
|Glue   |Sniper |Ninja  |Spact  |
|Glue   |Sniper |Ninja  |Village|
|Glue   |Sniper |Alch   |Druid  |
|Glue   |Sniper |Alch   |Spact  |
|Glue   |Sniper |Alch   |Village|
|Glue   |Sniper |Druid  |Spact  |
|Glue   |Sniper |Druid  |Village|
|Glue   |Sniper |Spact  |Village|
|Glue   |Sub    |Bucc   |Ace    |
|Glue   |Sub    |Bucc   |Heli   |
|Glue   |Sub    |Bucc   |Mortar |
|Glue   |Sub    |Bucc   |Wizard |
|Glue   |Sub    |Bucc   |Super  |
|Glue   |Sub    |Bucc   |Ninja  |
|Glue   |Sub    |Bucc   |Alch   |
|Glue   |Sub    |Bucc   |Druid  |
|Glue   |Sub    |Bucc   |Spact  |
|Glue   |Sub    |Bucc   |Village|
|Glue   |Sub    |Ace    |Heli   |
|Glue   |Sub    |Ace    |Mortar |
|Glue   |Sub    |Ace    |Wizard |
|Glue   |Sub    |Ace    |Super  |
|Glue   |Sub    |Ace    |Ninja  |
|Glue   |Sub    |Ace    |Alch   |
|Glue   |Sub    |Ace    |Druid  |
|Glue   |Sub    |Ace    |Spact  |
|Glue   |Sub    |Ace    |Village|
|Glue   |Sub    |Heli   |Mortar |
|Glue   |Sub    |Heli   |Wizard |
|Glue   |Sub    |Heli   |Super  |
|Glue   |Sub    |Heli   |Ninja  |
|Glue   |Sub    |Heli   |Alch   |
|Glue   |Sub    |Heli   |Druid  |
|Glue   |Sub    |Heli   |Spact  |
|Glue   |Sub    |Heli   |Village|
|Glue   |Sub    |Mortar |Wizard |
|Glue   |Sub    |Mortar |Super  |
|Glue   |Sub    |Mortar |Ninja  |
|Glue   |Sub    |Mortar |Alch   |
|Glue   |Sub    |Mortar |Druid  |
|Glue   |Sub    |Mortar |Spact  |
|Glue   |Sub    |Mortar |Village|
|Glue   |Sub    |Wizard |Super  |
|Glue   |Sub    |Wizard |Ninja  |
|Glue   |Sub    |Wizard |Alch   |
|Glue   |Sub    |Wizard |Druid  |
|Glue   |Sub    |Wizard |Spact  |
|Glue   |Sub    |Wizard |Village|
|Glue   |Sub    |Super  |Ninja  |
|Glue   |Sub    |Super  |Alch   |
|Glue   |Sub    |Super  |Druid  |
|Glue   |Sub    |Super  |Spact  |
|Glue   |Sub    |Super  |Village|
|Glue   |Sub    |Ninja  |Alch   |
|Glue   |Sub    |Ninja  |Druid  |
|Glue   |Sub    |Ninja  |Spact  |
|Glue   |Sub    |Ninja  |Village|
|Glue   |Sub    |Alch   |Druid  |
|Glue   |Sub    |Alch   |Spact  |
|Glue   |Sub    |Alch   |Village|
|Glue   |Sub    |Druid  |Spact  |
|Glue   |Sub    |Druid  |Village|
|Glue   |Sub    |Spact  |Village|
|Glue   |Bucc   |Ace    |Heli   |
|Glue   |Bucc   |Ace    |Mortar |
|Glue   |Bucc   |Ace    |Wizard |
|Glue   |Bucc   |Ace    |Super  |
|Glue   |Bucc   |Ace    |Ninja  |
|Glue   |Bucc   |Ace    |Alch   |
|Glue   |Bucc   |Ace    |Druid  |
|Glue   |Bucc   |Ace    |Spact  |
|Glue   |Bucc   |Ace    |Village|
|Glue   |Bucc   |Heli   |Mortar |
|Glue   |Bucc   |Heli   |Wizard |
|Glue   |Bucc   |Heli   |Super  |
|Glue   |Bucc   |Heli   |Ninja  |
|Glue   |Bucc   |Heli   |Alch   |
|Glue   |Bucc   |Heli   |Druid  |
|Glue   |Bucc   |Heli   |Spact  |
|Glue   |Bucc   |Heli   |Village|
|Glue   |Bucc   |Mortar |Wizard |
|Glue   |Bucc   |Mortar |Super  |
|Glue   |Bucc   |Mortar |Ninja  |
|Glue   |Bucc   |Mortar |Alch   |
|Glue   |Bucc   |Mortar |Druid  |
|Glue   |Bucc   |Mortar |Spact  |
|Glue   |Bucc   |Mortar |Village|
|Glue   |Bucc   |Wizard |Super  |
|Glue   |Bucc   |Wizard |Ninja  |
|Glue   |Bucc   |Wizard |Alch   |
|Glue   |Bucc   |Wizard |Druid  |
|Glue   |Bucc   |Wizard |Spact  |
|Glue   |Bucc   |Wizard |Village|
|Glue   |Bucc   |Super  |Ninja  |
|Glue   |Bucc   |Super  |Alch   |
|Glue   |Bucc   |Super  |Druid  |
|Glue   |Bucc   |Super  |Spact  |
|Glue   |Bucc   |Super  |Village|
|Glue   |Bucc   |Ninja  |Alch   |
|Glue   |Bucc   |Ninja  |Druid  |
|Glue   |Bucc   |Ninja  |Spact  |
|Glue   |Bucc   |Ninja  |Village|
|Glue   |Bucc   |Alch   |Druid  |
|Glue   |Bucc   |Alch   |Spact  |
|Glue   |Bucc   |Alch   |Village|
|Glue   |Bucc   |Druid  |Spact  |
|Glue   |Bucc   |Druid  |Village|
|Glue   |Bucc   |Spact  |Village|
|Glue   |Ace    |Heli   |Mortar |
|Glue   |Ace    |Heli   |Wizard |
|Glue   |Ace    |Heli   |Super  |
|Glue   |Ace    |Heli   |Ninja  |
|Glue   |Ace    |Heli   |Alch   |
|Glue   |Ace    |Heli   |Druid  |
|Glue   |Ace    |Heli   |Spact  |
|Glue   |Ace    |Heli   |Village|
|Glue   |Ace    |Mortar |Wizard |
|Glue   |Ace    |Mortar |Super  |
|Glue   |Ace    |Mortar |Ninja  |
|Glue   |Ace    |Mortar |Alch   |
|Glue   |Ace    |Mortar |Druid  |
|Glue   |Ace    |Mortar |Spact  |
|Glue   |Ace    |Mortar |Village|
|Glue   |Ace    |Wizard |Super  |
|Glue   |Ace    |Wizard |Ninja  |
|Glue   |Ace    |Wizard |Alch   |
|Glue   |Ace    |Wizard |Druid  |
|Glue   |Ace    |Wizard |Spact  |
|Glue   |Ace    |Wizard |Village|
|Glue   |Ace    |Super  |Ninja  |
|Glue   |Ace    |Super  |Alch   |
|Glue   |Ace    |Super  |Druid  |
|Glue   |Ace    |Super  |Spact  |
|Glue   |Ace    |Super  |Village|
|Glue   |Ace    |Ninja  |Alch   |
|Glue   |Ace    |Ninja  |Druid  |
|Glue   |Ace    |Ninja  |Spact  |
|Glue   |Ace    |Ninja  |Village|
|Glue   |Ace    |Alch   |Druid  |
|Glue   |Ace    |Alch   |Spact  |
|Glue   |Ace    |Alch   |Village|
|Glue   |Ace    |Druid  |Spact  |
|Glue   |Ace    |Druid  |Village|
|Glue   |Ace    |Spact  |Village|
|Glue   |Heli   |Mortar |Wizard |
|Glue   |Heli   |Mortar |Super  |
|Glue   |Heli   |Mortar |Ninja  |
|Glue   |Heli   |Mortar |Alch   |
|Glue   |Heli   |Mortar |Druid  |
|Glue   |Heli   |Mortar |Spact  |
|Glue   |Heli   |Mortar |Village|
|Glue   |Heli   |Wizard |Super  |
|Glue   |Heli   |Wizard |Ninja  |
|Glue   |Heli   |Wizard |Alch   |
|Glue   |Heli   |Wizard |Druid  |
|Glue   |Heli   |Wizard |Spact  |
|Glue   |Heli   |Wizard |Village|
|Glue   |Heli   |Super  |Ninja  |
|Glue   |Heli   |Super  |Alch   |
|Glue   |Heli   |Super  |Druid  |
|Glue   |Heli   |Super  |Spact  |
|Glue   |Heli   |Super  |Village|
|Glue   |Heli   |Ninja  |Alch   |
|Glue   |Heli   |Ninja  |Druid  |
|Glue   |Heli   |Ninja  |Spact  |
|Glue   |Heli   |Ninja  |Village|
|Glue   |Heli   |Alch   |Druid  |
|Glue   |Heli   |Alch   |Spact  |
|Glue   |Heli   |Alch   |Village|
|Glue   |Heli   |Druid  |Spact  |
|Glue   |Heli   |Druid  |Village|
|Glue   |Heli   |Spact  |Village|
|Glue   |Mortar |Wizard |Super  |
|Glue   |Mortar |Wizard |Ninja  |
|Glue   |Mortar |Wizard |Alch   |
|Glue   |Mortar |Wizard |Druid  |
|Glue   |Mortar |Wizard |Spact  |
|Glue   |Mortar |Wizard |Village|
|Glue   |Mortar |Super  |Ninja  |
|Glue   |Mortar |Super  |Alch   |
|Glue   |Mortar |Super  |Druid  |
|Glue   |Mortar |Super  |Spact  |
|Glue   |Mortar |Super  |Village|
|Glue   |Mortar |Ninja  |Alch   |
|Glue   |Mortar |Ninja  |Druid  |
|Glue   |Mortar |Ninja  |Spact  |
|Glue   |Mortar |Ninja  |Village|
|Glue   |Mortar |Alch   |Druid  |
|Glue   |Mortar |Alch   |Spact  |
|Glue   |Mortar |Alch   |Village|
|Glue   |Mortar |Druid  |Spact  |
|Glue   |Mortar |Druid  |Village|
|Glue   |Mortar |Spact  |Village|
|Glue   |Wizard |Super  |Ninja  |
|Glue   |Wizard |Super  |Alch   |
|Glue   |Wizard |Super  |Druid  |
|Glue   |Wizard |Super  |Spact  |
|Glue   |Wizard |Super  |Village|
|Glue   |Wizard |Ninja  |Alch   |
|Glue   |Wizard |Ninja  |Druid  |
|Glue   |Wizard |Ninja  |Spact  |
|Glue   |Wizard |Ninja  |Village|
|Glue   |Wizard |Alch   |Druid  |
|Glue   |Wizard |Alch   |Spact  |
|Glue   |Wizard |Alch   |Village|
|Glue   |Wizard |Druid  |Spact  |
|Glue   |Wizard |Druid  |Village|
|Glue   |Wizard |Spact  |Village|
|Glue   |Super  |Ninja  |Alch   |
|Glue   |Super  |Ninja  |Druid  |
|Glue   |Super  |Ninja  |Spact  |
|Glue   |Super  |Ninja  |Village|
|Glue   |Super  |Alch   |Druid  |
|Glue   |Super  |Alch   |Spact  |
|Glue   |Super  |Alch   |Village|
|Glue   |Super  |Druid  |Spact  |
|Glue   |Super  |Druid  |Village|
|Glue   |Super  |Spact  |Village|
|Glue   |Ninja  |Alch   |Druid  |
|Glue   |Ninja  |Alch   |Spact  |
|Glue   |Ninja  |Alch   |Village|
|Glue   |Ninja  |Druid  |Spact  |
|Glue   |Ninja  |Druid  |Village|
|Glue   |Ninja  |Spact  |Village|
|Glue   |Alch   |Druid  |Spact  |
|Glue   |Alch   |Druid  |Village|
|Glue   |Alch   |Spact  |Village|
|Glue   |Druid  |Spact  |Village|
|Sniper |Sub    |Bucc   |Ace    |
|Sniper |Sub    |Bucc   |Heli   |
|Sniper |Sub    |Bucc   |Mortar |
|Sniper |Sub    |Bucc   |Wizard |
|Sniper |Sub    |Bucc   |Super  |
|Sniper |Sub    |Bucc   |Ninja  |
|Sniper |Sub    |Bucc   |Alch   |
|Sniper |Sub    |Bucc   |Druid  |
|Sniper |Sub    |Bucc   |Spact  |
|Sniper |Sub    |Bucc   |Village|
|Sniper |Sub    |Ace    |Heli   |
|Sniper |Sub    |Ace    |Mortar |
|Sniper |Sub    |Ace    |Wizard |
|Sniper |Sub    |Ace    |Super  |
|Sniper |Sub    |Ace    |Ninja  |
|Sniper |Sub    |Ace    |Alch   |
|Sniper |Sub    |Ace    |Druid  |
|Sniper |Sub    |Ace    |Spact  |
|Sniper |Sub    |Ace    |Village|
|Sniper |Sub    |Heli   |Mortar |
|Sniper |Sub    |Heli   |Wizard |
|Sniper |Sub    |Heli   |Super  |
|Sniper |Sub    |Heli   |Ninja  |
|Sniper |Sub    |Heli   |Alch   |
|Sniper |Sub    |Heli   |Druid  |
|Sniper |Sub    |Heli   |Spact  |
|Sniper |Sub    |Heli   |Village|
|Sniper |Sub    |Mortar |Wizard |
|Sniper |Sub    |Mortar |Super  |
|Sniper |Sub    |Mortar |Ninja  |
|Sniper |Sub    |Mortar |Alch   |
|Sniper |Sub    |Mortar |Druid  |
|Sniper |Sub    |Mortar |Spact  |
|Sniper |Sub    |Mortar |Village|
|Sniper |Sub    |Wizard |Super  |
|Sniper |Sub    |Wizard |Ninja  |
|Sniper |Sub    |Wizard |Alch   |
|Sniper |Sub    |Wizard |Druid  |
|Sniper |Sub    |Wizard |Spact  |
|Sniper |Sub    |Wizard |Village|
|Sniper |Sub    |Super  |Ninja  |
|Sniper |Sub    |Super  |Alch   |
|Sniper |Sub    |Super  |Druid  |
|Sniper |Sub    |Super  |Spact  |
|Sniper |Sub    |Super  |Village|
|Sniper |Sub    |Ninja  |Alch   |
|Sniper |Sub    |Ninja  |Druid  |
|Sniper |Sub    |Ninja  |Spact  |
|Sniper |Sub    |Ninja  |Village|
|Sniper |Sub    |Alch   |Druid  |
|Sniper |Sub    |Alch   |Spact  |
|Sniper |Sub    |Alch   |Village|
|Sniper |Sub    |Druid  |Spact  |
|Sniper |Sub    |Druid  |Village|
|Sniper |Sub    |Spact  |Village|
|Sniper |Bucc   |Ace    |Heli   |
|Sniper |Bucc   |Ace    |Mortar |
|Sniper |Bucc   |Ace    |Wizard |
|Sniper |Bucc   |Ace    |Super  |
|Sniper |Bucc   |Ace    |Ninja  |
|Sniper |Bucc   |Ace    |Alch   |
|Sniper |Bucc   |Ace    |Druid  |
|Sniper |Bucc   |Ace    |Spact  |
|Sniper |Bucc   |Ace    |Village|
|Sniper |Bucc   |Heli   |Mortar |
|Sniper |Bucc   |Heli   |Wizard |
|Sniper |Bucc   |Heli   |Super  |
|Sniper |Bucc   |Heli   |Ninja  |
|Sniper |Bucc   |Heli   |Alch   |
|Sniper |Bucc   |Heli   |Druid  |
|Sniper |Bucc   |Heli   |Spact  |
|Sniper |Bucc   |Heli   |Village|
|Sniper |Bucc   |Mortar |Wizard |
|Sniper |Bucc   |Mortar |Super  |
|Sniper |Bucc   |Mortar |Ninja  |
|Sniper |Bucc   |Mortar |Alch   |
|Sniper |Bucc   |Mortar |Druid  |
|Sniper |Bucc   |Mortar |Spact  |
|Sniper |Bucc   |Mortar |Village|
|Sniper |Bucc   |Wizard |Super  |
|Sniper |Bucc   |Wizard |Ninja  |
|Sniper |Bucc   |Wizard |Alch   |
|Sniper |Bucc   |Wizard |Druid  |
|Sniper |Bucc   |Wizard |Spact  |
|Sniper |Bucc   |Wizard |Village|
|Sniper |Bucc   |Super  |Ninja  |
|Sniper |Bucc   |Super  |Alch   |
|Sniper |Bucc   |Super  |Druid  |
|Sniper |Bucc   |Super  |Spact  |
|Sniper |Bucc   |Super  |Village|
|Sniper |Bucc   |Ninja  |Alch   |
|Sniper |Bucc   |Ninja  |Druid  |
|Sniper |Bucc   |Ninja  |Spact  |
|Sniper |Bucc   |Ninja  |Village|
|Sniper |Bucc   |Alch   |Druid  |
|Sniper |Bucc   |Alch   |Spact  |
|Sniper |Bucc   |Alch   |Village|
|Sniper |Bucc   |Druid  |Spact  |
|Sniper |Bucc   |Druid  |Village|
|Sniper |Bucc   |Spact  |Village|
|Sniper |Ace    |Heli   |Mortar |
|Sniper |Ace    |Heli   |Wizard |
|Sniper |Ace    |Heli   |Super  |
|Sniper |Ace    |Heli   |Ninja  |
|Sniper |Ace    |Heli   |Alch   |
|Sniper |Ace    |Heli   |Druid  |
|Sniper |Ace    |Heli   |Spact  |
|Sniper |Ace    |Heli   |Village|
|Sniper |Ace    |Mortar |Wizard |
|Sniper |Ace    |Mortar |Super  |
|Sniper |Ace    |Mortar |Ninja  |
|Sniper |Ace    |Mortar |Alch   |
|Sniper |Ace    |Mortar |Druid  |
|Sniper |Ace    |Mortar |Spact  |
|Sniper |Ace    |Mortar |Village|
|Sniper |Ace    |Wizard |Super  |
|Sniper |Ace    |Wizard |Ninja  |
|Sniper |Ace    |Wizard |Alch   |
|Sniper |Ace    |Wizard |Druid  |
|Sniper |Ace    |Wizard |Spact  |
